image_filename,label
160388.jpg,"['Bread, wholemeal', 'Banana', 'Peanut butter']"
160394.jpg,['Broccoli']
160399.jpg,"['Tofu', 'Sauce, cream', 'Rice, wild', 'Leaf spinach', 'Tomato, raw ']"
160413.jpg,"['Pizza, with vegetables, baked', 'Pasta, spaghetti', 'Veal sausage']"
160416.jpg,"['Pizza, with ham, baked', 'Zucchini']"
160417.jpg,"['Veal sausage', 'Pasta', 'French beans']"
160419.jpg,"['Hummus', 'Chickpeas']"
160420.jpg,"['Bread, wholemeal']"
160426.jpg,['Grapes']
160432.jpg,['Frying sausage']
160433.jpg,"['Salad, leaf / salad, green']"
160434.jpg,['Frying sausage']
160435.jpg,"['Carrot, raw']"
160440.jpg,"['White coffee, with caffeine']"
160445.jpg,"['Pasta, linguini, parpadelle, Tagliatelle', 'Mozzarella', 'Tomato, raw ']"
160446.jpg,"['Chicken curry (cream/coconut milk. curry spices/paste))', 'Rice']"
160450.jpg,"['Salad, leaf / salad, green', 'Carrot, raw', 'Balsamic salad dressing']"
160454.jpg,"['Pizza, Margherita, baked']"
160455.jpg,"['Bulgur', 'Zucchini']"
160461.jpg,['Dark chocolate']
160466.jpg,['Strawberries']
160494.jpg,['Herbal tea']
160496.jpg,"['Bread, white', 'Butter']"
160505.jpg,"['Coffee, with caffeine', 'Soya drink (soy milk)']"
160509.jpg,"['Water', 'Water with lemon juice']"
160511.jpg,"['Bread, white']"
160512.jpg,"['Bread, wholemeal', 'Jam', 'Honey']"
160514.jpg,"['Bread, whole wheat']"
160516.jpg,"['Dried raisins', 'Berries', 'Apple', 'Orange']"
160520.jpg,['Mixed nuts']
160521.jpg,['Nuts']
160522.jpg,['Hard cheese']
160524.jpg,"['Crunch Müesli', 'Greek Yaourt, yahourt, yogourt ou yoghourt']"
160525.jpg,"['Banana', 'Crunch Müesli']"
160529.jpg,"['Bread, white']"
160539.jpg,"['Coffee, with caffeine']"
160546.jpg,"['Water', 'White coffee, with caffeine']"
160548.jpg,"['Tea, fruit']"
160552.jpg,"['Strawberries', 'Crunch Müesli', 'Curds, natural, with at most 10% fidm']"
160554.jpg,"['Coffee, with caffeine', 'Oat milk']"
160559.jpg,['Tea']
160563.jpg,['Water']
160570.jpg,['Tea']
160575.jpg,"['Soup, tomato', 'Pasta']"
160578.jpg,['Water']
160580.jpg,"['Rice', 'Chicken curry (cream/coconut milk. curry spices/paste))']"
160592.jpg,['Water']
160599.jpg,"['Soup, tomato']"
160603.jpg,"['Tomato, raw ', 'Butter']"
160604.jpg,"['Dumplings', 'Sauce, sweet & sour']"
160607.jpg,"['Cheese', 'Hamburger bun', 'Salad, rocket']"
160611.jpg,"['White coffee, with caffeine']"
160617.jpg,['Mixed salad (chopped without sauce)']
160623.jpg,['Cooked sausage']
160634.jpg,"['Tomato sauce', 'Eggplant']"
160641.jpg,"['Apple', 'Mango', 'Blueberries', 'Coconut']"
160644.jpg,"['Grits, polenta, maize flour', 'Brussel sprouts', 'White asparagus', 'Cheese']"
160648.jpg,"['Egg', 'Vegetables', 'Sausage']"
160654.jpg,['Tea']
160658.jpg,"['Bread, whole wheat', 'Butter', 'Honey']"
160667.jpg,"['Coffee, with caffeine']"
160671.jpg,"['Yaourt, yahourt, yogourt ou yoghourt, natural', 'Honey']"
160676.jpg,['Apple']
160687.jpg,['Raspberries']
160688.jpg,"['Pistachio', 'Raspberries', 'Strawberries']"
160694.jpg,"['Banana', 'Mix of dried fruits and nuts', 'Dark chocolate']"
160696.jpg,"['Bread, white']"
160701.jpg,"['Hard cheese', 'Lye pretzel (soft)', 'Soft cheese']"
160702.jpg,"['Tea, black']"
160704.jpg,"['Potatoes steamed', 'Green asparagus', 'Tomato, raw ']"
160707.jpg,"['Bell pepper, red, raw ']"
160708.jpg,['Water']
160709.jpg,"['Pasta, penne']"
160710.jpg,['Orange']
160723.jpg,"['Tofu', 'Bouillon']"
160724.jpg,"['Tofu', 'Bouillon']"
160727.jpg,"['Ratatouille', 'Bread, whole wheat', 'French beans']"
160728.jpg,"['Bread, wholemeal', 'Ratatouille', 'Hummus', 'French beans', 'Chickpeas']"
160734.jpg,['Pistachio']
160736.jpg,['Apple']
160739.jpg,"['Tomato, raw ', 'Salad, leaf / salad, green', 'Egg', 'Onion']"
160740.jpg,"['Yaourt, yahourt, yogourt ou yoghourt, natural', 'Banana', 'Mixed seeds']"
160746.jpg,['Fennel']
160750.jpg,"['Curds, natural, with at most 10% fidm']"
160752.jpg,"['Bread, white', 'Mushroom', 'Cheese', 'Salad, rocket']"
160753.jpg,"['Bread, whole wheat']"
160754.jpg,"['Wine, red']"
160766.jpg,"['Pizza, with ham, with mushrooms, baked']"
160767.jpg,"['Salad, leaf / salad, green', 'Tomato, raw ']"
160773.jpg,['Cauliflower']
160777.jpg,"['Salad, leaf / salad, green', 'Red radish']"
160787.jpg,"['Greek Yaourt, yahourt, yogourt ou yoghourt']"
160795.jpg,"['Tomato, raw ', 'Cucumber']"
160801.jpg,['Cookies']
160802.jpg,['Sweet potato']
160804.jpg,"['Cauliflower', 'Broccoli', 'Pine nuts', 'Sauce, pesto']"
160806.jpg,['Pancakes']
160813.jpg,['Water']
160838.jpg,"['Coffee, with caffeine']"
160844.jpg,['Water']
160856.jpg,"['Goat cheese (soft)', 'Hummus', 'Cucumber', 'Red radish', 'Black olives', 'Green olives']"
160857.jpg,"['Bread, whole wheat']"
160859.jpg,"['Flakes, oat', 'Banana', 'Peanut butter']"
160860.jpg,"['Bread, wholemeal', 'Butter', 'Jam']"
160861.jpg,"['Bread, wholemeal', 'Jam']"
160862.jpg,"['Banana', 'Mandarine', 'Pear']"
160867.jpg,['Apple']
160876.jpg,"['Porridge, prepared, with partially skimmed milk', 'Dried raisins']"
160878.jpg,"['Bread, wholemeal', 'Hard cheese', 'Kiwi', 'Coffee, with caffeine', 'Hazelnut-chocolate spread(Nutella, Ovomaltine, Caotina)']"
160880.jpg,"['Coffee, with caffeine']"
160891.jpg,"['Bread, white', 'Butter']"
160892.jpg,['Cappuccino']
160894.jpg,"['Fresh cheese', 'Bread, white']"
160895.jpg,"['Bouillon, vegetable']"
160897.jpg,"['Feta', 'Tomato, raw ', 'Cucumber', 'Green olives']"
160909.jpg,"['White coffee, with caffeine']"
160917.jpg,['Pear']
160920.jpg,"['Quiche, with cheese, baked, with puff pastry']"
160923.jpg,"['Pizza, with vegetables, baked']"
160928.jpg,"['Sweet corn, canned', 'Falafel (balls)', 'Salad, leaf / salad, green', 'Tomato, raw ', 'French salad dressing']"
160929.jpg,"['Chips, french fries']"
160935.jpg,"['Potatoes steamed', 'Feta', 'Carrot, raw']"
160937.jpg,['Water']
160940.jpg,"['Carrot, raw', 'Rice, whole-grain', 'French beans']"
160942.jpg,"['Carrot, raw', 'Celeriac']"
160946.jpg,"['Salad, leaf / salad, green', 'Spaetzle', 'Egg', 'Mixed vegetables', 'French salad dressing', 'Cheese']"
160947.jpg,['Pistachio']
160949.jpg,['Chicken curry (cream/coconut milk. curry spices/paste))']
160952.jpg,['Water']
160953.jpg,['Quinoa']
160954.jpg,"['Pasta, noodles', 'Carrot, raw', 'Sauce, cream', 'Bouquet garni']"
160959.jpg,['Water']
160960.jpg,"['Pasta, ravioli, stuffing', 'Tomato sauce', 'Cheese']"
160970.jpg,"['Chocolate egg, small']"
160972.jpg,"['Pasta, penne', 'Mushrooms']"
160977.jpg,"['Pasta, wholemeal', 'Egg', 'Mushrooms']"
160979.jpg,"['Apple', 'Strawberries']"
160982.jpg,['Brioche']
160985.jpg,"['Coffee, with caffeine']"
160989.jpg,"['Couscous', 'Egg', 'Salad, leaf / salad, green', 'Carrot, raw', 'Falafel (balls)', 'Dried raisins']"
161003.jpg,['Sweets / candies']
161008.jpg,"['Bread, whole wheat', 'Butter']"
161015.jpg,['Apple']
161016.jpg,['Nectarine']
161018.jpg,['Banana']
161022.jpg,['Sunflower seeds']
161031.jpg,"['Falafel (balls)', 'Parsley', 'Yaourt, yahourt, yogourt ou yoghourt, natural', 'Bell pepper, red, raw ', 'Leaf spinach', 'Hummus', 'Fennel']"
161035.jpg,"['Banana', 'Bread, whole wheat', 'Processed meat, Charcuterie', 'Peanut butter', 'Butter']"
161046.jpg,['Mixed salad (chopped without sauce)']
161051.jpg,"['Bread, whole wheat']"
161053.jpg,"['Pizza, with vegetables, baked', 'Salad, rocket', 'Green olives']"
161057.jpg,"['Carrot, raw', 'Tomato, raw ', 'Parmesan', 'Seeds']"
161064.jpg,"['Wine, white']"
161065.jpg,"['Tomato sauce', 'Sweet corn, canned', 'Cheese']"
161066.jpg,"['Fajita (bread only)', 'Tomato sauce', 'Sweet corn, canned', 'Cheese']"
161068.jpg,['Water']
161070.jpg,"['Soup, potato', 'Blue mould cheese']"
161076.jpg,"['Chips, french fries']"
161079.jpg,"['Wine, red']"
161091.jpg,"['Salad, leaf / salad, green', 'Carrot, raw', 'Spring onion / scallion']"
161092.jpg,"['Mixed salad (chopped without sauce)', 'Coleslaw (chopped without sauce)']"
161096.jpg,"['Chicken, breast']"
161102.jpg,['Cake (oblong)']
161108.jpg,['Cheese']
161116.jpg,"['Coffee, with caffeine']"
161120.jpg,['Water']
161122.jpg,"['Hamburger (Bread, meat, ketchup)', 'Salad, leaf / salad, green']"
161125.jpg,"['Salad, leaf / salad, green', 'Sweet corn, canned', 'Carrot, raw']"
161128.jpg,"['Naan (indien bread)', 'Soup of lentils, Dahl (Dhal)', 'Rice', 'Mixed vegetables']"
161147.jpg,"['Water', 'Basil']"
161148.jpg,['White cabbage']
161163.jpg,"['Bread, white']"
161164.jpg,"['Bread, white']"
161166.jpg,"['Bread, French (white flour)']"
161169.jpg,['Müesli']
161175.jpg,"['Coffee, with caffeine']"
161182.jpg,"['Coffee, with caffeine']"
161188.jpg,"['Coffee, with caffeine']"
161189.jpg,"['Salad, leaf / salad, green', 'Omelette, plain', 'Onion', 'Bell pepper, red, raw ', 'Red radish', 'Cucumber']"
161190.jpg,"['Bread, whole wheat']"
161191.jpg,"['Cucumber', 'Red radish', 'Salad, leaf / salad, green', 'Bell pepper, red, raw ', 'Egg', 'Bread, whole wheat']"
161193.jpg,"['Bread, wholemeal', 'Honey', 'Peanut butter']"
161194.jpg,"['Bread, white', 'Butter']"
161197.jpg,['Water']
161202.jpg,['Water']
161204.jpg,"['Coffee, with caffeine']"
161205.jpg,"['Carrot, raw']"
161211.jpg,"['Braided white loaf', 'Jam']"
161217.jpg,"['Coffee, with caffeine']"
161222.jpg,"['Yaourt, yahourt, yogourt ou yoghourt, natural']"
161225.jpg,"['White coffee, with caffeine']"
161237.jpg,"['Bread, whole wheat']"
161239.jpg,['Apple']
161247.jpg,['Cheese']
161250.jpg,['Water']
161253.jpg,"['Bread, wholemeal', 'Avocado']"
161257.jpg,"['Coffee, with caffeine']"
161258.jpg,"['Bread, whole wheat', 'Fresh cheese', 'Honey']"
161277.jpg,"['Potatoes steamed', 'Vegetables']"
161281.jpg,"['Sandwich (ham, cheese and butter)', 'Salad, leaf / salad, green']"
161288.jpg,['Leek']
161299.jpg,['Water']
161307.jpg,"['Bread, white', 'Butter', 'Egg', 'Ham']"
161308.jpg,"['White coffee, with caffeine']"
161314.jpg,"['Pasta, penne', 'Sauce, pesto', 'Ham']"
161325.jpg,"['Bread, whole wheat', 'Mixed vegetables']"
161329.jpg,"['Pasta, spaghetti', 'Sauce, pesto']"
161336.jpg,"['Salad, leaf / salad, green', 'Tomato, raw ']"
161356.jpg,['Strawberries']
161358.jpg,['Walnut']
161377.jpg,['Dairy ice cream']
161390.jpg,['Walnut']
161393.jpg,"['Aperitif, with alcohol, apérol, Spritz']"
161395.jpg,"['Bread, French (white flour)', 'Green olives', 'Tomato, raw ', 'Cucumber', 'Carrot, raw', 'Cheese', 'Tête de Moine', 'Guacamole', 'Hummus', 'Cottage cheese']"
161412.jpg,['Water']
161416.jpg,"['White asparagus', 'Potatoes steamed', 'Ham']"
161417.jpg,['Mixed vegetables']
161418.jpg,['Ham croissant']
161424.jpg,['Tart']
161425.jpg,['Water']
161433.jpg,['Sour cream']
161436.jpg,['Crisps']
161439.jpg,"['Beef, sirloin steak', 'Sauce, cream', 'Rice', 'Carrot, raw', 'Cauliflower', 'Chips, french fries']"
161443.jpg,"['Salad, leaf / salad, green', 'Carrot, raw', 'Bell pepper, red, raw ']"
161445.jpg,"['Wine, red']"
161448.jpg,"['Spring roll (fried)', 'Carrot, raw', 'Raspberries', 'Meatloaf', 'Guacamole', 'Hummus', 'Sauce, sweet & sour', 'Cucumber']"
161453.jpg,"['Wine, red']"
161454.jpg,['Water']
161455.jpg,['Cauliflower']
161456.jpg,"['Beef, sirloin steak', 'Caprese salad (Tomato Mozzarella)', 'Balsamic salad dressing', 'Bulgur']"
161462.jpg,['Water']
161465.jpg,"['Bacon, frying']"
161467.jpg,"['Rice', 'Sauce, curry', 'Tofu', 'Vegetables']"
161468.jpg,['Fruit tart']
161469.jpg,"['Berries', 'Kiwi']"
161471.jpg,"['Green asparagus', 'Ham', 'Mayonnaise']"
161486.jpg,"['White coffee, with caffeine']"
161491.jpg,"['Hamburger bun', 'Hamburger', 'Sauce, cocktail']"
161492.jpg,['Cheese']
161495.jpg,"['Shrimp, boiled']"
161496.jpg,"['White coffee, with caffeine']"
161506.jpg,"['Butter', 'Bread, French (white flour)']"
161511.jpg,"['Bread, Ticino']"
161514.jpg,"['Bread, white']"
161518.jpg,"['Coffee, with caffeine', 'Juice, orange', 'Banana', 'Bread, white', 'Butter', 'Jam']"
161523.jpg,"['White coffee, with caffeine']"
161525.jpg,['Water']
161527.jpg,"['Banana', 'Bread, wholemeal toast']"
161537.jpg,"['White coffee, with caffeine']"
161547.jpg,['Water']
161554.jpg,"['Juice, orange']"
161559.jpg,"['Juice, orange']"
161560.jpg,"['White coffee, with caffeine']"
161569.jpg,"['Apple', 'Cucumber', 'Tomato, raw ']"
161571.jpg,['Cucumber']
161572.jpg,"['Tomato, raw ']"
161589.jpg,"['Egg', 'Braided white loaf', 'Cucumber', 'Tomato, raw ']"
161591.jpg,"['Tuna', 'Sauce, pesto']"
161593.jpg,"['Water, mineral']"
161612.jpg,"['Meatloaf', 'Braided white loaf', 'Carrot, raw', 'Celeriac', 'Salad dressing']"
161619.jpg,"['Carrot, raw']"
161625.jpg,"['Roll of half-white or white flour, with large void']"
161634.jpg,['Cheesecake']
161639.jpg,"['Soup, tomato']"
161644.jpg,"['Pasta, noodles']"
161648.jpg,"['Green asparagus', 'Mayonnaise', 'White cabbage', 'Parsley', 'Spring onion / scallion', 'Wine, red', 'Water with lemon juice']"
161664.jpg,"['Mushroom, (average), stewed, without addition of fat, without addition of salt', 'Egg']"
161670.jpg,['Strawberries']
161696.jpg,"['Coffee, with caffeine']"
161699.jpg,['Water']
161710.jpg,"['Pasta, penne', 'Tofu', 'Beans, kidney', 'Tomato sauce']"
161713.jpg,"['Potatoes steamed', 'White asparagus', 'Ham, cooked']"
161715.jpg,"['Braided white loaf', 'Ham']"
161716.jpg,"['Crêpe, plain', 'White asparagus']"
161718.jpg,"['Gummi bears, fruit jellies, Jelly babies with fruit essence']"
161719.jpg,['Water']
161733.jpg,"['Cucumber, pickled ', 'Avocado', 'Mozzarella', 'Salad, leaf / salad, green', 'Tomato, raw ', 'Salad dressing']"
161734.jpg,"['Sausage', 'Bacon', 'Salad, leaf / salad, green', 'Carrot, raw', 'Sweet corn, canned', 'Zucchini']"
161745.jpg,"['Cottage cheese', 'Egg', 'Mayonnaise', 'Cucumber, pickled ', 'Cheese', 'Braided white loaf']"
161746.jpg,"['Meatloaf', 'Bell pepper, red, raw ']"
161754.jpg,['Cottage cheese']
161756.jpg,"['Bread, white']"
161757.jpg,['Witloof chicory']
161760.jpg,"['Cervelat', 'Bacon', 'Baked potato', 'Tomato, raw ']"
161762.jpg,"['Bread, fruit']"
161768.jpg,"['Bread, white']"
161771.jpg,['Strawberries']
161772.jpg,"['Salad, leaf / salad, green', 'Dried raisins']"
161774.jpg,"['Raspberries', 'Blueberries']"
161778.jpg,"['Shrimp, boiled', 'Tartar sauce']"
161784.jpg,['Chocolate']
161791.jpg,"['Pasta, ravioli, stuffing', 'Basil']"
161792.jpg,"['Semi-hard cheese', 'Bread, white', 'Green olives']"
161793.jpg,['Water']
161803.jpg,"['Bread, white', 'Ham, cooked']"
161804.jpg,"['White coffee, with caffeine']"
161811.jpg,"['Coffee, with caffeine']"
161815.jpg,"['Bread, white', 'Butter']"
161816.jpg,['Water']
161820.jpg,"['Bread, Ticino', 'Butter']"
161821.jpg,"['Berries', 'Mixed nuts', 'Crunch Müesli']"
161828.jpg,"['Braided white loaf', 'Jam', 'Butter']"
161834.jpg,"['Espresso, with caffeine']"
161837.jpg,"['Cheese', 'Braided white loaf']"
161863.jpg,['Water']
161864.jpg,['Water']
161873.jpg,['Water']
161880.jpg,"['Bread, wholemeal', 'Hummus']"
161881.jpg,"['Braided white loaf', 'Butter', 'Mayonnaise', 'Mustard']"
161889.jpg,"['Meat terrine, paté', 'Braided white loaf']"
161890.jpg,"['Bread, black', 'Salad, leaf / salad, green', 'Feta', 'Tomato, raw ']"
161895.jpg,"['Chicken', 'Pasta, noodles', 'Mixed vegetables']"
161899.jpg,"['Pasta, Hörnli', 'Minced meat', 'Carrot, raw']"
161902.jpg,['Water']
161903.jpg,"['Pasta, Hörnli', 'Minced meat', 'Carrot, raw']"
161911.jpg,['Water']
161913.jpg,"['Pasta, noodles', 'Mixed vegetables']"
161914.jpg,"['Coffee, with caffeine']"
161915.jpg,['Kebab in pita bread']
161918.jpg,"['Mashed potatoes, prepared, with full fat milk, with butter', 'Cauliflower', 'Carrot, raw', 'Sauce, roast']"
161931.jpg,"['Espresso, with caffeine']"
161934.jpg,"['Carrot, raw', 'Chickpeas', 'Corn']"
161937.jpg,"['Bread, wholemeal']"
161952.jpg,"['Shrimp / prawn (large)', 'Shoots']"
161963.jpg,['Tea']
161966.jpg,['Potatoes steamed']
161970.jpg,"['Sauce, carbonara', 'Pasta, penne']"
161976.jpg,"['Potatoes steamed', 'Gruyère', 'Butter']"
161989.jpg,"['Buckwheat pancake', 'Salmon, smoked']"
161991.jpg,"['Curd', 'Flakes, oat', 'Nectarine', 'Apricots']"
162004.jpg,"['Rice, Basmati', 'Chicken', 'Sauce, curry', 'Banana', 'Almonds']"
162008.jpg,"['White asparagus', 'Oil & vinegar salad dressing']"
162013.jpg,"['Wine, red']"
162019.jpg,"['Beef, filet', 'Butter, herb']"
162024.jpg,['Herbal tea']
162027.jpg,['Chocolate']
162033.jpg,"['Dough (puff pastry, shortcrust, bread, pizza dough)', 'Red radish', 'Cheese']"
162039.jpg,['Coca Cola Zero']
162040.jpg,['Coca Cola Zero']
162042.jpg,['Water']
162043.jpg,['Herbal tea']
162049.jpg,['Glucose drink 50g']
162050.jpg,['Cocoa powder']
162051.jpg,['Milk']
162052.jpg,"['Flakes, oat']"
162068.jpg,['Glucose drink 50g']
162069.jpg,['Water']
162073.jpg,"['Tea, peppermint']"
162074.jpg,"['Flakes, oat']"
162075.jpg,['Herbal tea']
162084.jpg,"['Coffee, with caffeine']"
162091.jpg,"['Coffee, with caffeine']"
162096.jpg,['Butter']
162101.jpg,"['Bread, wholemeal', 'Butter']"
162114.jpg,"['Brioche', 'Chocolate']"
162120.jpg,['Croissant']
162122.jpg,"['Quiche, with cheese, baked, with puff pastry']"
162126.jpg,['Water']
162131.jpg,"['Pasta, ravioli, stuffing', 'Parmesan']"
162140.jpg,['Water']
162141.jpg,['Coca Cola']
162151.jpg,"['Chocolate egg, small']"
162153.jpg,"['Salad, leaf / salad, green']"
162154.jpg,"['Salad, leaf / salad, green', 'Italian salad dressing']"
162156.jpg,"['Salmon, smoked', 'Spinach, raw', 'Avocado', 'Sunflower seeds']"
162157.jpg,"['Sauce, soya']"
162168.jpg,"['Hamburger (Bread, meat, ketchup)', 'White cabbage', 'Parsley']"
162178.jpg,['Lemon Cake']
162183.jpg,['Water']
162199.jpg,['Milk']
162211.jpg,"['Sandwich (ham, cheese and butter)']"
162217.jpg,"['Wine, red']"
162221.jpg,"['Pomegranate', 'Dates', 'Pear', 'Almonds']"
162223.jpg,"['Salad, leaf / salad, green', 'Parmesan', 'Salad, rocket', 'Tomato, raw ', 'Pine nuts']"
162224.jpg,['French salad dressing']
162225.jpg,"['Beef, roast', 'Shoots']"
162226.jpg,"['White asparagus', 'Cheese']"
162230.jpg,"['Banana', 'Chicken', 'Sauce, curry', 'Fruit compotes']"
162235.jpg,"['Green olives', 'Black olives']"
162239.jpg,['Cheese']
162241.jpg,['Cheese']
162242.jpg,['Water']
162245.jpg,['Banana']
162249.jpg,"['Carrot, raw', 'Bell pepper, red, raw ', 'Baked potato', 'Zucchini', 'Greek Yaourt, yahourt, yogourt ou yoghourt']"
162258.jpg,['Artichoke']
162263.jpg,['Water']
162265.jpg,"['Green asparagus', 'Potatoes au gratin, dauphinois, prepared', 'Lamb, chop']"
162269.jpg,"['Carrot, raw']"
162275.jpg,"['Cake, chocolate']"
162277.jpg,"['Bread, whole wheat']"
162280.jpg,['Water']
162286.jpg,"['Red radish', 'Kolhrabi', 'Salad dressing']"
162287.jpg,"['Pasta, wholemeal', 'Parmesan']"
162288.jpg,"['Roll of half-white or white flour, with large void', 'Butter']"
162294.jpg,"['Carrot cake', 'Sugar, glazing']"
162296.jpg,['Water']
162302.jpg,['Water']
162303.jpg,['Water']
162306.jpg,['Glucose drink 50g']
162307.jpg,"['Bread, white']"
162309.jpg,['Glucose drink 50g']
162311.jpg,"['Apple', 'Müesli', 'Milk']"
162314.jpg,"['Ham, cooked', 'Hard cheese', 'Bread, white']"
162318.jpg,"['Bread, white', 'Butter']"
162327.jpg,"['Tea, green']"
162336.jpg,['Water']
162348.jpg,"['Lye pretzel (soft)', 'Salami', 'Cucumber, pickled ']"
162350.jpg,['Croissant']
162351.jpg,['Strawberries']
162352.jpg,"['Lye pretzel (soft)', 'Butter']"
162358.jpg,['Herbal tea']
162359.jpg,['Dates']
162364.jpg,"['Carrot, raw']"
162365.jpg,['Potatoes steamed']
162370.jpg,['Water']
162390.jpg,['Water']
162392.jpg,"['Pasta, penne', 'Tomato sauce', 'Zucchini']"
162397.jpg,['Hard cheese']
162401.jpg,['Praline']
162404.jpg,"['Cake, chocolate', 'Strawberries']"
162406.jpg,['Sweet potato']
162408.jpg,"['Minced meat', 'Corn', 'Beans, kidney', 'Fennel']"
162417.jpg,"['Ristretto, with caffeine', 'Biscuits']"
162422.jpg,"['Tea, black']"
162426.jpg,['Blueberries']
162427.jpg,"['Cake, chocolate']"
162434.jpg,['Water']
162438.jpg,"['White coffee, with caffeine']"
162448.jpg,"['Wine, red']"
162449.jpg,['Water']
162452.jpg,['Apple']
162457.jpg,['Dates']
162464.jpg,"['Fish fingers (breaded)', 'Mixed vegetables', 'Rosti', 'Mayonnaise']"
162466.jpg,['Mixed vegetables']
162474.jpg,"['Bread, whole wheat']"
162476.jpg,['Blueberries']
162480.jpg,['Water']
162483.jpg,"['Bread, whole wheat', 'Semi-hard cheese']"
162484.jpg,['Coca Cola']
162486.jpg,"['Crêpe, plain', 'Curd']"
162488.jpg,"['Pasta, spaghetti', 'Spinach, steamed, without addition of salt', 'Sauce, cream']"
162492.jpg,"['Leaf spinach', 'Cream']"
162493.jpg,"['Crêpe, plain', 'Curds, natural, with at most 10% fidm']"
162496.jpg,"['Cottage cheese', 'Cucumber', 'Apple', 'Tomato, raw ']"
162498.jpg,['Water']
162506.jpg,"['Carrot, raw', 'Salad, leaf / salad, green']"
162511.jpg,['Water']
162513.jpg,"['Curds, natural, with at most 10% fidm', 'Blueberries', 'Mixed nuts']"
162514.jpg,['Almonds']
162516.jpg,"['Salad, leaf / salad, green', 'Salad dressing']"
162523.jpg,"['Pasta, penne', 'Tomato sauce', 'Tuna, in oil, drained', 'Zucchini']"
162524.jpg,"['Bread, wholemeal', 'Butter', 'Honey']"
162526.jpg,"['Bread, wholemeal', 'Salmon, smoked', 'Onion']"
162533.jpg,"['Pancakes', 'Hazelnut-chocolate spread(Nutella, Ovomaltine, Caotina)']"
162543.jpg,['Praline']
162544.jpg,"['White coffee, with caffeine']"
162545.jpg,"['Bread, wholemeal']"
162556.jpg,['Coca Cola Zero']
162557.jpg,['Water']
162561.jpg,"['Strawberries', 'Pomegranate', 'Milk']"
162562.jpg,"['Coffee, with caffeine']"
162564.jpg,['Strawberries']
162566.jpg,"['Bread, whole wheat', 'Butter']"
162569.jpg,['Pear']
162580.jpg,"['White coffee, with caffeine']"
162585.jpg,"['Bread, rye', 'Butter', 'Honey']"
162586.jpg,"['Bread, whole wheat', 'Ham', 'Cheese']"
162587.jpg,"['Latte macchiato, with caffeine']"
162588.jpg,"['Banana', 'Cucumber', 'Bread, white', 'Fresh cheese']"
162594.jpg,"['Blueberries', 'Pancakes', 'Maple syrup (Concentrate)']"
162598.jpg,"['Pancakes', 'Braided white loaf', 'Blueberries']"
162600.jpg,"['Juice, orange']"
162601.jpg,['Cappuccino']
162603.jpg,"['Bread, whole wheat', 'Hard cheese']"
162604.jpg,"['White coffee, with caffeine']"
162618.jpg,"['High protein pasta (made of lentils, peas, ...)', 'Parmesan']"
162619.jpg,['Milk']
162620.jpg,"['White coffee, with caffeine']"
162624.jpg,"['Egg', 'Wienerli (Swiss sausage)', 'Veal sausage', 'Baked potato']"
162628.jpg,['Raspberries']
162633.jpg,"['Porridge, prepared, with partially skimmed milk', 'Banana']"
162634.jpg,"['Carrot cake', 'Sugar, glazing']"
162635.jpg,"['Pasta, spaghetti']"
162636.jpg,['Carrot cake']
162642.jpg,['Water']
162650.jpg,"['Cucumber', 'Oil & vinegar salad dressing']"
162651.jpg,['Water']
162654.jpg,"['Tea, spice']"
162659.jpg,['Sushi']
162670.jpg,"['Crisp bread, Wasa']"
162674.jpg,"['Carrot, raw', 'Chives']"
162676.jpg,"['Bread, whole wheat', 'Ham', 'Cheese']"
162682.jpg,"['White coffee, with caffeine']"
162683.jpg,"['Ristretto, with caffeine']"
162686.jpg,"['Pie, rhubarb, baked, with cake dough']"
162687.jpg,['Water']
162688.jpg,"['White coffee, with caffeine']"
162691.jpg,"['Tea, ginger']"
162692.jpg,['Water']
162694.jpg,"['Coffee, with caffeine']"
162700.jpg,"['Wine, white']"
162704.jpg,"['Mozzarella', 'Grissini', 'Tomato, raw ', 'Strawberries', 'Cashew nut', 'Balsamic vinegar']"
162709.jpg,['Orange']
162712.jpg,"['Wine, white']"
162723.jpg,['Cucumber']
162727.jpg,"['Fajita (bread only)', 'Chicken', 'Mayonnaise', 'Salad, leaf / salad, green', 'Corn', 'Guacamole']"
162730.jpg,"['Wine, red']"
162733.jpg,"['Beef, filet', 'Green asparagus', 'Cheese']"
162734.jpg,"['Wine, red']"
162735.jpg,"['Mustard', 'Rice, Basmati', 'Sausage', 'Beetroot, steamed, without addition of salt']"
162737.jpg,"['Naan (indien bread)', 'Eggplant caviar']"
162744.jpg,['Water']
162764.jpg,"['Latte macchiato, with caffeine']"
162765.jpg,['Water']
162774.jpg,['Fondue']
162778.jpg,"['Bread, grain']"
162819.jpg,"['Pizza, Margherita, baked', 'Mushrooms']"
162821.jpg,['Tiramisu']
162825.jpg,"['Salad, leaf / salad, green', 'Tomato, raw ']"
162826.jpg,['Water']
162831.jpg,"['Pizza, with ham, baked']"
162834.jpg,"['Blueberries', 'Yaourt, yahourt, yogourt ou yoghourt, natural', 'Curds, natural, with at most 10% fidm', 'Hazelnut', 'Flakes, oat', 'Apricot, dried']"
162842.jpg,['Cheese']
162844.jpg,['Butter']
162848.jpg,"['Pear', 'Crunch Müesli']"
162851.jpg,['Water']
162853.jpg,"['Lemon Cake', 'Sugar, glazing']"
162855.jpg,['Braided white loaf']
